"","","Water","","",""
"","","National","Progress towards MDG target","Proportion of the 2015 population that gained access since 1990 (%)",""
"","","Improved","","",""
"ISO3","Year","Total Improved (%)","","",""
"","MLT","2015.0","100.0","Met target","13"
"","MHL","2015.0","94.6","Met target","20"
"","MTQ","2015.0","100.0","Met target",""
"","MRT","2015.0","57.9","Good progress","43"
"","MUS","2015.0","99.9","Met target","16"
"","MYT","2015.0","","NA",""
"","MEX","2015.0","96.1","Met target","40"
"","FSM","2015.0","89.0","Limited or no progress","5"
"","MCO","2015.0","100.0","Met target","13"
"","MNG","2015.0","64.4","Moderate progress","25"
"","MNE","2015.0","99.7","NA",""
"","MSR","2015.0","99.0","Met target","-69"
"","MAR","2015.0","85.4","Met target","33"
"","MOZ","2015.0","51.1","Moderate progress","33"
"","MMR","2015.0","80.6","Met target","35"
"","NAM","2015.0","91.0","Met target","50"
"","NRU","2015.0","96.5","NA",""
"","NPL","2015.0","91.6","Met target","50"
"","NLD","2015.0","100.0","Met target","12"
"","ANT","2015.0","","NA",""
"","NCL","2015.0","98.5","NA",""
"","NZL","2015.0","100.0","Met target","26"
"","NIC","2015.0","87.0","Met target","39"
"","NER","2015.0","58.2","Good progress","45"
"","NGA","2015.0","68.5","Met target","48"
"","NIU","2015.0","98.5","Met target","-83"
"","MNP","2015.0","97.5","Met target","35"
"","NOR","2015.0","100.0","Met target","18"
"","OMN","2015.0","93.4","Met target","59"
"","PAK","2015.0","91.4","Good progress","40"
"","PLW","2015.0","","NA",""
"","PSE","2015.0","58.4","Limited or no progress",""
"","PAN","2015.0","94.7","Met target","42"
"","PNG","2015.0","40.0","Limited or no progress","22"
"","PRY","2015.0","98.0","Met target","66"
"","PER","2015.0","86.7","Met target","35"
"","PHL","2015.0","91.8","Met target","41"
"","POL","2015.0","98.3","Met target","4"
"","PRT","2015.0","100.0","Met target","10"
"","PRI","2015.0","","NA",""
"","QAT","2015.0","100.0","Met target",""
"","KOR","2015.0","","NA",""
"","MDA","2015.0","88.4","Moderate progress",""
"","REU","2015.0","99.1","Met target","32"
"","ROU","2015.0","100.0","Met target","20"
"","RUS","2015.0","96.9","Met target","-0"
"","RWA","2015.0","76.1","Good progress","42"
"","KNA","2015.0","98.3","Met target","26"
"","LCA","2015.0","96.3","Met target","27"
"","VCT","2015.0","95.1","Met target","8"
"","WSM","2015.0","99.0","Met target","24"
"","SMR","2015.0","","NA",""
"","STP","2015.0","97.1","Met target",""
"","SAU","2015.0","97.0","Met target","47"
"","SEN","2015.0","78.5","Met target","48"
"","SRB","2015.0","99.2","Met target","-4"
"","SYC","2015.0","95.7","Limited or no progress","25"
"","SLE","2015.0","62.6","Good progress","39"
"","SGP","2015.0","100.0","Met target","46"
"","SVK","2015.0","100.0","Met target","3"
"","SVN","2015.0","99.5","Met target","4"
"","SLB","2015.0","80.8","NA",""
"","SOM","2015.0","","NA",""
"","ZAF","2015.0","93.2","Met target","36"
"","SSD","2015.0","58.7","NA",""
"","ESP","2015.0","100.0","Met target","18"
"","LKA","2015.0","95.6","Met target","41"
"","SDN","2015.0","","NA",""
"","SUR","2015.0","94.8","Met target",""
"","SWZ","2015.0","74.1","Met target","48"
"","SWE","2015.0","100.0","Met target","12"
"","CHE","2015.0","100.0","Met target","19"
"","SYR","2015.0","90.1","Moderate progress","42"
"","TJK","2015.0","73.8","Good progress",""
"","MKD","2015.0","99.4","Met target","5"
"","THA","2015.0","97.8","Met target","24"
"","TLS","2015.0","71.9","Good progress",""
"","TGO","2015.0","63.1","Moderate progress","38"
"","TKL","2015.0","100.0","Met target","-25"
"","TON","2015.0","99.6","Met target","11"
"","TTO","2015.0","95.1","Met target","12"
"","TUN","2015.0","97.7","Met target","38"
"","TUR","2015.0","100.0","Met target","39"
"","TKM","2015.0","","NA",""
"","TCA","2015.0","","NA",""
"","TUV","2015.0","97.7","Met target","16"
"","UGA","2015.0","79.0","Met target","61"
"","UKR","2015.0","96.2","Limited or no progress",""
"","ARE","2015.0","99.6","Met target","81"
"","GBR","2015.0","100.0","Met target","10"
"","TZA","2015.0","55.6","Limited or no progress","29"
"","USA","2015.0","99.2","Met target","22"
"","VIR","2015.0","100.0","Met target","3"
"","URY","2015.0","99.7","Met target","14"
"","UZB","2015.0","","NA",""
"","VUT","2015.0","94.5","Met target","60"
"","VEN","2015.0","93.1","Met target","37"
"","VNM","2015.0","97.6","Met target","51"
"","ESH","2015.0","","NA",""
"","YEM","2015.0","","NA",""
"","ZMB","2015.0","65.4","Moderate progress","41"
"","ZWE","2015.0","76.9","Limited or no progress","22"
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
