"","","Water","","",""
"","","National","Progress towards MDG target","Proportion of the 2015 population that gained access since 1990 (%)",""
"","","Improved","","",""
"ISO3","Year","Total Improved (%)","","",""
"","AFG","2005.0","39.1","Met target",""
"","ALB","2005.0","96.0","Limited or no progress",""
"","DZA","2005.0","87.7","Limited or no progress","24"
"","ASM","2005.0","99.9","Met target","41"
"","AND","2005.0","100.0","Met target","42"
"","AGO","2005.0","46.0","Limited or no progress","28"
"","AIA","2005.0","94.0","Met target",""
"","ATG","2005.0","97.8","Met target","32"
"","ARG","2005.0","97.3","Met target","27"
"","ARM","2005.0","95.5","Met target",""
"","ABW","2005.0","95.8","Met target","44"
"","AUS","2005.0","100.0","Met target","29"
"","AUT","2005.0","100.0","Met target","10"
"","AZE","2005.0","78.5","Met target","35"
"","BHS","2005.0","97.3","Met target",""
"","BHR","2005.0","100.0","Met target","65"
"","BGD","2005.0","79.8","Met target","41"
"","BRB","2005.0","98.4","Met target","13"
"","BLR","2005.0","99.5","Met target","-11"
"","BEL","2005.0","100.0","Met target","11"
"","BLZ","2005.0","91.1","Met target","60"
"","BEN","2005.0","70.3","Met target","52"
"","BMU","2005.0","","NA",""
"","BTN","2005.0","90.4","Met target","50"
"","BOL","2005.0","82.9","Met target","48"
"","BIH","2005.0","98.3","Met target","-15"
"","BWA","2005.0","95.3","Met target","34"
"","BRA","2005.0","95.2","Met target","33"
"","VGB","2005.0","94.9","NA",""
"","BRN","2005.0","","NA",""
"","BGR","2005.0","99.6","Met target","-24"
"","BFA","2005.0","69.1","Met target","61"
"","BDI","2005.0","73.3","Moderate progress","40"
"","KHM","2005.0","52.9","Met target","62"
"","CMR","2005.0","66.9","Met target","49"
"","CAN","2005.0","99.8","Met target","23"
"","CPV","2005.0","85.6","Met target",""
"","CYM","2005.0","95.0","Met target",""
"","CAF","2005.0","64.8","Moderate progress","33"
"","TCD","2005.0","47.2","Moderate progress","33"
"","CIS","2005.0","","NA",""
"","CHL","2005.0","96.7","Met target","32"
"","CHN","2005.0","86.3","Met target","40"
"","HKG","2005.0","","NA",""
"","MAC","2005.0","","NA",""
"","COL","2005.0","90.5","Moderate progress","32"
"","COM","2005.0","90.1","Limited or no progress","42"
"","COG","2005.0","71.7","NA",""
"","COK","2005.0","99.9","Met target","15"
"","CRI","2005.0","96.2","Met target","41"
"","CIV","2005.0","79.2","Moderate progress","39"
"","HRV","2005.0","98.7","Met target","-11"
"","CUB","2005.0","92.1","Met target",""
"","CYP","2005.0","100.0","Met target","34"
"","CZE","2005.0","99.9","Met target","4"
"","PRK","2005.0","99.8","Met target","19"
"","COD","2005.0","49.0","Limited or no progress","31"
"","DNK","2005.0","100.0","Met target","9"
"","DJI","2005.0","85.7","Met target","39"
"","DMA","2005.0","94.4","NA",""
"","DOM","2005.0","86.5","Limited or no progress","25"
"","ECU","2005.0","82.3","Met target","41"
"","EGY","2005.0","97.1","Met target","37"
"","SLV","2005.0","86.0","Met target","35"
"","GNQ","2005.0","47.3","Limited or no progress",""
"","ERI","2005.0","53.7","Moderate progress","35"
"","EST","2005.0","99.2","Met target","-21"
"","ETH","2005.0","38.3","Met target","51"
"","FRO","2005.0","","NA",""
"","FLK","2005.0","","NA",""
"","FJI","2005.0","92.9","Met target","26"
"","FIN","2005.0","100.0","Met target","9"
"","FRA","2005.0","100.0","Met target","13"
"","GUF","2005.0","88.3","NA",""
"","PYF","2005.0","100.0","Met target","30"
"","GAB","2005.0","87.9","Met target",""
"","GMB","2005.0","85.9","Met target","55"
"","GEO","2005.0","93.0","Met target","-8"
"","DEU","2005.0","100.0","Met target","3"
"","GHA","2005.0","77.0","Met target","59"
"","GRC","2005.0","99.4","Met target","11"
"","GRL","2005.0","100.0","Met target","3"
"","GRD","2005.0","96.6","Met target","9"
"","GLP","2005.0","98.6","Met target","19"
"","GUM","2005.0","99.6","Met target","23"
"","GTM","2005.0","87.3","Met target","51"
"","GIN","2005.0","67.8","Met target","51"
"","GNB","2005.0","60.7","Met target","59"
"","GUY","2005.0","90.2","Met target","27"
"","HTI","2005.0","60.6","Limited or no progress","16"
"","HND","2005.0","84.5","Met target","49"
