"","CIV","2015.0","22.5","Limited or no progress","14"
"","HRV","2015.0","97.0","Limited or no progress","-13"
"","CUB","2015.0","93.2","Met target","16"
"","CYP","2015.0","100.0","Met target","34"
"","CZE","2015.0","99.1","Met target","4"
"","PRK","2015.0","81.9","Met target",""
"","COD","2015.0","28.7","Limited or no progress","19"
"","DNK","2015.0","99.6","Met target","9"
"","DJI","2015.0","47.4","Limited or no progress","4"
"","DMA","2015.0","","NA",""
"","DOM","2015.0","84.0","Good progress","34"
"","ECU","2015.0","84.7","Met target","49"
"","EGY","2015.0","94.7","Met target","46"
"","SLV","2015.0","75.0","Met target","32"
"","GNQ","2015.0","74.5","Limited or no progress",""
"","ERI","2015.0","15.7","Limited or no progress","11"
"","EST","2015.0","97.2","Met target","-21"
"","ETH","2015.0","28.0","Moderate progress","27"
"","FRO","2015.0","","NA",""
"","FLK","2015.0","","NA",""
"","FJI","2015.0","91.1","Met target","45"
"","FIN","2015.0","97.6","Met target","9"
"","FRA","2015.0","98.7","Met target","12"
"","GUF","2015.0","","NA",""
"","PYF","2015.0","98.5","Met target","30"
"","GAB","2015.0","41.9","Limited or no progress",""
"","GMB","2015.0","58.9","Limited or no progress",""
"","GEO","2015.0","86.3","Limited or no progress","-38"
"","DEU","2015.0","99.2","Met target","3"
"","GHA","2015.0","14.9","Limited or no progress","11"
"","GRC","2015.0","99.0","Met target","15"
"","GRL","2015.0","100.0","Met target","3"
"","GRD","2015.0","98.0","Met target","10"
"","GLP","2015.0","","NA",""
"","GUM","2015.0","89.8","Limited or no progress","22"
"","GTM","2015.0","63.9","Moderate progress","38"
"","GIN","2015.0","20.1","Limited or no progress","16"
"","GNB","2015.0","20.8","Limited or no progress",""
"","GUY","2015.0","83.7","Good progress","16"
"","HTI","2015.0","27.6","Limited or no progress","16"
"","HND","2015.0","82.6","Met target","55"
"","HUN","2015.0","98.0","Met target","-5"
"","ISL","2015.0","98.8","Met target","24"
"","IND","2015.0","39.6","Moderate progress","28"
"","IDN","2015.0","60.8","Good progress","36"
"","IRN","2015.0","90.0","Met target","39"
"","IRQ","2015.0","85.6","Met target",""
"","IRL","2015.0","90.5","Limited or no progress","24"
"","IMN","2015.0","","NA",""
"","ISR","2015.0","100.0","Met target","43"
"","ITA","2015.0","99.5","Met target","7"
"","JAM","2015.0","81.8","Limited or no progress","15"
"","JPN","2015.0","100.0","Met target","4"
"","JOR","2015.0","98.6","Met target","56"
"","KAZ","2015.0","97.5","Met target","5"
"","KEN","2015.0","30.1","Limited or no progress","18"
"","KIR","2015.0","39.7","Moderate progress","21"
"","KWT","2015.0","100.0","Met target","43"
"","KGZ","2015.0","93.3","Moderate progress","23"
"","LAO","2015.0","70.9","Met target",""
"","LVA","2015.0","87.8","NA",""
"","LBN","2015.0","80.7","NA",""
"","LSO","2015.0","30.3","Limited or no progress",""
"","LBR","2015.0","16.9","Limited or no progress",""
"","LBY","2015.0","96.6","Met target","31"
"","LIE","2015.0","","NA",""
"","LTU","2015.0","92.4","Met target","-10"
"","LUX","2015.0","97.6","Met target","29"
"","MDG","2015.0","12.0","Limited or no progress","8"
"","MWI","2015.0","41.0","Moderate progress","25"
"","MYS","2015.0","96.0","Met target","45"
"","MDV","2015.0","97.9","Met target","57"
"","MLI","2015.0","24.7","Limited or no progress","18"
"","MLT","2015.0","100.0","Met target","13"
"","MHL","2015.0","76.9","Good progress","25"
"","MTQ","2015.0","","NA",""
"","MRT","2015.0","40.0","Moderate progress","32"
"","MUS","2015.0","93.1","Moderate progress","16"
"","MYT","2015.0","","NA",""
"","MEX","2015.0","85.2","Met target","40"
"","FSM","2015.0","57.1","Good progress","39"
"","MCO","2015.0","100.0","Met target","13"
"","MNG","2015.0","59.7","Moderate progress",""
"","MNE","2015.0","95.9","NA",""
"","MSR","2015.0","","NA",""
"","MAR","2015.0","76.7","Met target","39"
"","MOZ","2015.0","20.5","Limited or no progress","15"
"","MMR","2015.0","79.6","Met target",""
"","NAM","2015.0","34.4","Limited or no progress","20"
"","NRU","2015.0","65.6","Limited or no progress","9"
"","NPL","2015.0","45.8","Good progress","43"
"","NLD","2015.0","97.7","Met target","11"
"","ANT","2015.0","","NA",""
"","NCL","2015.0","100.0","Met target","36"
"","NZL","2015.0","","NA",""
"","NIC","2015.0","67.9","Good progress","39"
"","NER","2015.0","10.9","Limited or no progress","9"
"","NGA","2015.0","29.0","Limited or no progress","9"
"","NIU","2015.0","100.0","Met target",""
"","MNP","2015.0","79.7","Good progress","34"
"","NOR","2015.0","98.1","Met target","17"
"","OMN","2015.0","96.7","Met target","61"
"","PAK","2015.0","63.5","Met target","50"
"","PLW","2015.0","100.0","Met target","67"
"","PSE","2015.0","92.3","Met target",""
"","PAN","2015.0","75.0","Good progress","38"
"","PNG","2015.0","18.9","Limited or no progress","8"
"","PRY","2015.0","88.6","Met target","57"
"","PER","2015.0","76.2","Met target","39"
"","PHL","2015.0","73.9","Good progress","39"
"","POL","2015.0","97.2","NA",""
"","PRT","2015.0","99.7","Met target","13"
"","PRI","2015.0","99.3","Met target","4"
"","QAT","2015.0","98.0","Limited or no progress","78"
"","KOR","2015.0","100.0","Met target","14"
"","MDA","2015.0","76.4","Moderate progress",""
"","REU","2015.0","98.2","Met target","32"
"","ROU","2015.0","79.1","Moderate progress","3"
"","RUS","2015.0","72.2","Limited or no progress","-4"
"","RWA","2015.0","61.6","Good progress","42"
"","KNA","2015.0","","NA",""
"","LCA","2015.0","90.5","Met target","32"
"","VCT","2015.0","","NA",""
"","WSM","2015.0","91.5","Limited or no progress","13"
"","SMR","2015.0","","NA",""
"","STP","2015.0","34.7","Moderate progress",""
"","SAU","2015.0","100.0","Met target","50"
"","SEN","2015.0","47.6","Moderate progress","30"
"","SRB","2015.0","96.4","Limited or no progress","-4"
"","SYC","2015.0","98.4","Met target","25"
"","SLE","2015.0","13.3","Limited or no progress","7"
"","SGP","2015.0","100.0","Met target","47"
"","SVK","2015.0","98.8","Met target","3"
"","SVN","2015.0","99.1","Met target","4"
"","SLB","2015.0","29.8","NA",""
"","SOM","2015.0","","NA",""
"","ZAF","2015.0","66.4","Moderate progress","31"
"","SSD","2015.0","6.7","NA",""
"","ESP","2015.0","99.9","Met target","18"
"","LKA","2015.0","95.1","Met target","38"
"","SDN","2015.0","","NA",""
"","SUR","2015.0","79.2","Limited or no progress",""
"","SWZ","2015.0","57.5","Limited or no progress","25"
"","SWE","2015.0","99.3","Met target","12"
"","CHE","2015.0","99.9","Met target","19"
"","SYR","2015.0","95.7","Met target","48"
"","TJK","2015.0","95.0","Met target",""
"","MKD","2015.0","90.9","NA",""
"","THA","2015.0","93.0","Met target","20"
"","TLS","2015.0","40.6","Limited or no progress",""
"","TGO","2015.0","11.6","Limited or no progress","5"
"","TKL","2015.0","90.5","Met target","27"
"","TON","2015.0","91.0","Limited or no progress","7"
"","TTO","2015.0","91.5","Moderate progress","10"
"","TUN","2015.0","91.6","Met target","39"
"","TUR","2015.0","94.9","Met target","36"
"","TKM","2015.0","","NA",""
"","TCA","2015.0","","NA",""
"","TUV","2015.0","","NA",""
"","UGA","2015.0","19.1","Limited or no progress","13"
"","UKR","2015.0","95.9","Met target",""
"","ARE","2015.0","97.6","Met target","79"
"","GBR","2015.0","99.2","Met target","10"
"","TZA","2015.0","15.6","Limited or no progress","12"
"","USA","2015.0","100.0","Met target","22"
"","VIR","2015.0","96.4","Limited or no progress","3"
"","URY","2015.0","96.4","Met target","13"
"","UZB","2015.0","100.0","Met target","42"
"","VUT","2015.0","57.9","Good progress",""
"","VEN","2015.0","94.4","Met target","43"
"","VNM","2015.0","78.0","Met target","51"
"","ESH","2015.0","","NA",""
"","YEM","2015.0","","NA",""
"","ZMB","2015.0","43.9","Limited or no progress","23"
"","ZWE","2015.0","36.8","Limited or no progress","9"
"Total","2015","67.6","Not met target","29",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
